postal_code_prefix_3,fulfillment_center,total_orders,downgraded_orders,two_day_orders,one_day_orders,other_orders,paid_shipping_orders
815,US-IL-ORD,245,1,225,19,0,7
816,US-IL-ORD,335,23,300,12,0,3
820,US-IL-ORD,239,1,222,16,0,2
821,US-IL-ORD,5,5,0,0,0,0
822,US-IL-ORD,11,0,11,0,0,0
823,US-IL-ORD,12,0,10,2,0,0
824,US-IL-ORD,52,3,45,4,0,1
825,US-IL-ORD,37,3,31,3,0,1
826,US-IL-ORD,67,0,63,4,0,1
827,US-IL-ORD,33,0,32,1,0,0
828,US-IL-ORD,43,1,39,3,0,0
829,US-IL-ORD,43,1,39,3,0,1
830,US-IL-ORD,53,1,49,3,0,1
831,US-IL-ORD,17,1,16,0,0,0
832,US-IL-ORD,144,4,123,17,0,3
833,US-IL-ORD,103,1,94,8,0,0
834,US-IL-ORD,216,4,180,32,0,3
835,US-IL-ORD,35,0,29,6,0,0
836,US-IL-ORD,436,20,378,38,0,3
837,US-IL-ORD,380,0,319,61,0,7
838,US-IL-ORD,196,15,169,12,0,2
840,US-IL-ORD,2307,24,1917,366,0,19
841,US-IL-ORD,901,1,763,137,0,11
843,US-IL-ORD,268,8,239,21,0,5
844,US-IL-ORD,238,0,204,34,0,2
845,US-IL-ORD,35,5,30,0,0,0
846,US-IL-ORD,380,10,326,44,0,1
847,US-IL-ORD,266,16,221,29,0,1
850,US-IL-ORD,1116,4,937,175,0,16
851,US-IL-ORD,317,36,280,1,0,4
852,US-IL-ORD,1802,3,1521,278,0,22
853,US-IL-ORD,875,26,742,107,0,6
855,US-IL-ORD,36,4,31,1,0,0
856,US-IL-ORD,238,3,209,26,0,0
857,US-IL-ORD,726,7,633,86,0,6
859,US-IL-ORD,29,3,25,1,0,0
860,US-IL-ORD,116,1,104,11,0,2
863,US-IL-ORD,162,3,148,11,0,1
864,US-IL-ORD,93,6,82,5,0,1
865,US-IL-ORD,2,2,0,0,0,1
870,US-IL-ORD,115,4,106,5,0,0
871,US-IL-ORD,1369,2,1244,123,0,19
873,US-IL-ORD,14,1,12,1,0,0
874,US-IL-ORD,27,1,21,5,0,2
875,US-IL-ORD,300,5,265,30,0,3
877,US-IL-ORD,18,2,15,1,0,0
878,US-IL-ORD,15,2,12,1,0,0
879,US-IL-ORD,8,1,7,0,0,0
880,US-IL-ORD,149,2,135,12,0,1
881,US-IL-ORD,43,1,37,5,0,1
882,US-IL-ORD,55,4,49,2,0,2
883,US-IL-ORD,49,3,46,0,0,1
884,US-IL-ORD,5,0,5,0,0,0
890,US-IL-ORD,492,5,421,66,0,11
891,US-IL-ORD,1226,9,1037,180,0,21
893,US-IL-ORD,6,0,6,0,0,0
894,US-IL-ORD,193,10,159,24,0,6
895,US-IL-ORD,331,0,294,37,0,4
897,US-IL-ORD,39,0,35,4,0,1
898,US-IL-ORD,20,3,17,0,0,0
900,US-IL-ORD,1941,5,1569,367,0,40
902,US-IL-ORD,1028,1,836,191,0,18
903,US-IL-ORD,45,0,37,8,0,0
904,US-IL-ORD,172,0,139,33,0,2
905,US-IL-ORD,207,0,178,29,0,1
906,US-IL-ORD,507,0,417,90,0,5
907,US-IL-ORD,459,1,368,90,0,8
908,US-IL-ORD,400,1,330,69,0,5
910,US-IL-ORD,362,1,310,51,0,6
911,US-IL-ORD,293,1,245,47,0,4
912,US-IL-ORD,168,0,141,27,0,3
913,US-IL-ORD,1159,5,981,173,0,19
914,US-IL-ORD,224,1,174,49,0,3
915,US-IL-ORD,143,0,123,20,0,1
916,US-IL-ORD,210,0,176,34,0,1
917,US-IL-ORD,1646,1,1387,258,0,26
918,US-IL-ORD,109,0,87,22,0,2
919,US-IL-ORD,502,3,425,74,0,8
920,US-IL-ORD,1357,4,1173,180,0,22
921,US-IL-ORD,2434,5,2063,366,0,28
922,US-IL-ORD,380,8,328,44,0,2
923,US-IL-ORD,572,8,472,92,0,11
924,US-IL-ORD,84,0,72,12,0,1
925,US-IL-ORD,754,10,642,102,0,9
926,US-IL-ORD,2016,5,1662,349,0,34
927,US-IL-ORD,426,2,358,66,0,2
928,US-IL-ORD,1091,1,896,194,0,12
930,US-IL-ORD,492,2,405,85,0,5
931,US-IL-ORD,242,1,210,31,0,2
932,US-IL-ORD,225,10,189,26,0,5
933,US-IL-ORD,198,0,168,30,0,0
934,US-IL-ORD,400,1,344,55,0,8
935,US-IL-ORD,295,7,248,40,0,5
936,US-IL-ORD,223,4,177,42,0,11
937,US-IL-ORD,286,1,249,36,0,2
939,US-IL-ORD,255,3,223,29,0,1
940,US-IL-ORD,3970,9,3054,904,3,27
941,US-IL-ORD,2872,4,2283,584,0,32
943,US-IL-ORD,451,1,349,101,0,3
944,US-IL-ORD,434,1,344,89,0,3
945,US-IL-ORD,3955,9,3233,713,0,36
946,US-IL-ORD,865,0,717,148,0,16
947,US-IL-ORD,427,0,361,66,0,5
948,US-IL-ORD,127,0,113,14,0,2
949,US-IL-ORD,494,1,426,67,0,4
950,US-IL-ORD,2232,10,1836,386,0,15
951,US-IL-ORD,2233,5,1766,462,0,8
952,US-IL-ORD,199,3,168,28,0,4
953,US-IL-ORD,553,9,476,68,0,2
954,US-IL-ORD,352,8,319,25,0,6
955,US-IL-ORD,122,5,112,5,0,0
956,US-IL-ORD,1136,4,980,152,0,15
957,US-IL-ORD,459,2,398,59,0,5
958,US-IL-ORD,780,1,669,110,0,15
959,US-IL-ORD,292,1,259,32,0,4
960,US-IL-ORD,118,5,99,14,0,2
961,US-IL-ORD,128,5,106,17,0,2
967,US-IL-ORD,1420,122,1290,8,0,13
968,US-IL-ORD,1067,101,959,7,0,12
970,US-IL-ORD,1333,29,1172,132,0,10
971,US-IL-ORD,620,16,545,59,0,6
972,US-IL-ORD,2980,8,2634,338,0,26
973,US-IL-ORD,683,5,606,72,0,4
974,US-IL-ORD,530,6,476,48,0,3
975,US-IL-ORD,292,5,259,28,0,2
976,US-IL-ORD,40,1,37,2,0,0
977,US-IL-ORD,591,12,542,37,0,9
978,US-IL-ORD,89,3,84,2,0,1
979,US-IL-ORD,11,1,10,0,0,0
980,US-IL-ORD,4488,47,3740,700,0,60
981,US-IL-ORD,3996,7,3358,631,0,48
982,US-IL-ORD,1284,37,1123,124,0,17
983,US-IL-ORD,916,27,782,107,0,10
984,US-IL-ORD,408,2,361,45,0,4
985,US-IL-ORD,471,14,430,27,0,3
986,US-IL-ORD,677,13,579,85,0,12
988,US-IL-ORD,165,9,149,7,0,2
989,US-IL-ORD,126,9,111,6,0,2
990,US-IL-ORD,178,7,163,8,0,2
991,US-IL-ORD,149,13,136,0,0,2
992,US-IL-ORD,552,2,508,42,0,6
993,US-IL-ORD,304,3,274,27,0,1
994,US-IL-ORD,11,2,9,0,0,0
995,US-IL-ORD,513,42,460,11,0,7
996,US-IL-ORD,192,21,169,2,0,8
997,US-IL-ORD,203,28,169,6,0,5
998,US-IL-ORD,106,12,94,0,0,1
999,US-IL-ORD,25,1,24,0,0,0
