postal_code_prefix_3,fulfillment_center,total_orders,downgraded_orders,two_day_orders,one_day_orders,other_orders,paid_shipping_orders
799,US-PA-MDT,3,0,2,1,0,1
800,US-PA-MDT,17,0,15,2,0,1
801,US-PA-MDT,16,0,14,2,0,0
802,US-PA-MDT,24,0,24,0,0,0
803,US-PA-MDT,2,0,2,0,0,0
804,US-PA-MDT,5,0,5,0,0,0
805,US-PA-MDT,21,0,20,1,0,0
806,US-PA-MDT,3,0,2,1,0,0
809,US-PA-MDT,7,0,5,2,0,0
810,US-PA-MDT,3,0,3,0,0,0
815,US-PA-MDT,1,0,1,0,0,0
816,US-PA-MDT,1,0,1,0,0,0
825,US-PA-MDT,1,0,1,0,0,0
829,US-PA-MDT,1,0,1,0,0,0
831,US-PA-MDT,1,0,1,0,0,0
832,US-PA-MDT,2,0,2,0,0,0
833,US-PA-MDT,1,0,1,0,0,0
834,US-PA-MDT,1,0,1,0,0,0
835,US-PA-MDT,1,0,1,0,0,0
836,US-PA-MDT,5,0,5,0,0,0
837,US-PA-MDT,7,0,7,0,0,0
838,US-PA-MDT,5,0,5,0,0,0
840,US-PA-MDT,25,1,21,3,0,2
841,US-PA-MDT,20,0,19,1,0,0
843,US-PA-MDT,3,0,2,1,0,1
844,US-PA-MDT,2,0,2,0,0,0
845,US-PA-MDT,1,0,1,0,0,0
846,US-PA-MDT,5,0,4,1,0,1
847,US-PA-MDT,4,1,3,0,0,0
850,US-PA-MDT,21,0,19,2,0,2
851,US-PA-MDT,4,0,4,0,0,0
852,US-PA-MDT,24,0,23,1,0,1
853,US-PA-MDT,7,0,7,0,0,0
856,US-PA-MDT,2,1,1,0,0,1
857,US-PA-MDT,6,0,6,0,0,0
860,US-PA-MDT,2,0,2,0,0,0
863,US-PA-MDT,2,0,2,0,0,0
870,US-PA-MDT,1,0,0,1,0,0
871,US-PA-MDT,14,0,14,0,0,0
875,US-PA-MDT,7,0,5,2,0,1
879,US-PA-MDT,1,0,1,0,0,0
880,US-PA-MDT,3,0,3,0,0,0
881,US-PA-MDT,1,0,1,0,0,0
882,US-PA-MDT,1,0,1,0,0,0
883,US-PA-MDT,1,0,1,0,0,0
890,US-PA-MDT,6,0,6,0,0,0
891,US-PA-MDT,18,0,17,1,0,0
894,US-PA-MDT,1,0,1,0,0,0
895,US-PA-MDT,6,0,6,0,0,0
900,US-PA-MDT,23,0,20,3,0,2
902,US-PA-MDT,9,0,9,0,0,0
903,US-PA-MDT,1,0,0,1,0,1
906,US-PA-MDT,7,0,7,0,0,0
907,US-PA-MDT,4,0,4,0,0,0
908,US-PA-MDT,4,0,4,0,0,0
910,US-PA-MDT,7,0,7,0,0,0
911,US-PA-MDT,7,0,6,1,0,0
912,US-PA-MDT,2,0,2,0,0,0
913,US-PA-MDT,16,0,15,1,0,0
914,US-PA-MDT,1,0,1,0,0,0
916,US-PA-MDT,4,0,2,2,0,2
917,US-PA-MDT,13,0,13,0,0,0
918,US-PA-MDT,2,0,2,0,0,0
919,US-PA-MDT,3,0,3,0,0,0
920,US-PA-MDT,22,0,20,2,0,0
921,US-PA-MDT,24,0,23,1,0,1
922,US-PA-MDT,2,0,2,0,0,0
923,US-PA-MDT,4,0,3,1,0,1
925,US-PA-MDT,12,0,11,1,0,0
926,US-PA-MDT,20,0,18,2,0,0
927,US-PA-MDT,2,0,2,0,0,0
928,US-PA-MDT,10,0,9,1,0,0
930,US-PA-MDT,7,0,7,0,0,0
931,US-PA-MDT,1,0,1,0,0,0
932,US-PA-MDT,2,0,2,0,0,0
933,US-PA-MDT,3,0,3,0,0,0
934,US-PA-MDT,6,0,6,0,0,0
935,US-PA-MDT,2,0,2,0,0,0
936,US-PA-MDT,5,0,5,0,0,0
937,US-PA-MDT,2,0,2,0,0,0
939,US-PA-MDT,1,0,1,0,0,0
940,US-PA-MDT,29,1,27,1,0,0
941,US-PA-MDT,30,0,28,2,0,1
943,US-PA-MDT,4,0,4,0,0,0
944,US-PA-MDT,3,0,3,0,0,0
945,US-PA-MDT,47,0,45,2,0,0
946,US-PA-MDT,14,0,11,3,0,1
947,US-PA-MDT,2,0,2,0,0,0
948,US-PA-MDT,2,0,2,0,0,0
949,US-PA-MDT,2,0,2,0,0,0
950,US-PA-MDT,18,0,18,0,0,0
951,US-PA-MDT,19,0,18,1,0,1
953,US-PA-MDT,11,0,10,1,0,1
954,US-PA-MDT,9,0,9,0,0,0
956,US-PA-MDT,15,0,14,1,0,1
957,US-PA-MDT,3,1,1,1,0,1
958,US-PA-MDT,6,0,4,2,0,2
959,US-PA-MDT,6,1,5,0,0,0
961,US-PA-MDT,2,0,2,0,0,0
967,US-PA-MDT,8,1,7,0,0,1
968,US-PA-MDT,11,1,10,0,0,0
970,US-PA-MDT,15,1,14,0,0,0
971,US-PA-MDT,12,0,11,1,0,0
972,US-PA-MDT,31,0,31,0,0,0
973,US-PA-MDT,6,0,6,0,0,0
974,US-PA-MDT,7,0,6,1,0,0
975,US-PA-MDT,4,0,4,0,0,0
977,US-PA-MDT,2,0,2,0,0,0
978,US-PA-MDT,3,0,3,0,0,0
980,US-PA-MDT,49,1,45,3,0,1
981,US-PA-MDT,47,0,44,3,0,0
982,US-PA-MDT,21,0,20,1,0,0
983,US-PA-MDT,17,1,14,2,0,1
984,US-PA-MDT,5,0,5,0,0,0
985,US-PA-MDT,6,0,6,0,0,0
986,US-PA-MDT,9,0,9,0,0,0
988,US-PA-MDT,5,1,4,0,0,1
991,US-PA-MDT,1,0,1,0,0,0
992,US-PA-MDT,7,0,7,0,0,0
993,US-PA-MDT,4,0,4,0,0,0
995,US-PA-MDT,5,1,4,0,0,0
996,US-PA-MDT,1,0,1,0,0,0
